Content,Score,Feature,Heuristic
O governo federal diz que quer facilitar a vida do brasileiro mais com esse aplicativo ruim e orrrivel a vida de nós brasileiros fica é pior. Porque o aplicativo é uma friscura pedi pramim atualizar o meu endereço aí até na opção complemento OK MAIS quando é pra colocar o nome da cidade o nome do bairro e o nome do estado onde eu moro aí não sei porque não da certo eu clico encima mais não da certo. Vocês do governo façam esse aplicativo funcionar.,1,F5 - User data,C2 - Match between system and the real world
Ainda não funciona. Foto tirada mas não sei onde foi parar. Nível continua bronze. Tento user o login biométrico para atualizar o nível mas não posso porque me exigem nível prata. Very bad app.,1,F1 - User access,C3 - User control and freedom
"Não consigo nem atualizar o meu endereço no site, imagino aqui ?? Já tentei de todas as formas fica dando cep inválido. O mais interessante é que só é ou no site ou App desse programa. Fui no Cras a moça disse que está tudo atualizado Mais nesse site ou App nem meu endereço aparece e desde o ano passado ñ recebo mais meu benefício. Onde consultar o Pasep pelo app",1,F2 - Public services,C2 - Match between system and the real world
Não entendi a necessidade desse app.????Só dificultar o atendimento no Detran por exemplo? e Poupatempo? se o objetivo era esse concluído com sucesso. O povo que complica a vida do cidadão. Pela mor,1,F2 - Public services,C2 - Match between system and the real world
Muito ruim nunca vai pra frentes. Sempre trava.,1,F4 - Digital signature,C5 - Error prevention
Não funciona tô des de fevereiro tentando aumentar o nível para ter acesso aos outros serviços e simplesmente o APP fecha sozinho toda vez.,1,F1 - User access,C5 - Error prevention
Nao serve nem pra entrar sem Cadastro e muito Meno's como egigindo prosedimentos extras e desentendido,1,F1 - User access,C2 - Match between system and the real world
"Péssimo App. Fica repetindo os ícones, pedindo várias vezes os dados, e não conseguimos acessar o App por completo. Muito ruim... espero que melhore.",1,F1 - User access,C8 - Aesthetic and minimalist design
"Estou 2 dias tentando fazer o reconhecimento, mas não tive sucesso. O APP cai no momento da foto. O porta voz dessa M..poderia vir a público conversar com o cidadão BR e esclarecer melhor. Atualiza essa M..!",1,F2 - Public services,C10 - Help and documentation
"O tempo muito curto. Tentei várias vezes, consegui duas e mesmo assim não finaliza. Quando vou para Pc que me manda o site muda. Não dá tempo pra nada. Insuportável fazer várias vezes. Só pra ter CNH digital. Não e questão de estar em um local bem iluminado e sim tempo curto. Usei ele por não lembrar da senha. logo lembrei. Deu certo. Um idoso fazer isso e pior cego. Como faz isso com alguém falando que fazer no tempo 10s?",1,F5 - User data,C3 - User control and freedom
"O app sugere que aumente o nível mas é extremamente lento e a aplicação fecha de repente quando e realizado a tentativa de cadastrar a biometria facial. Independente da hora do dia inclusive de madrugada, está funcionalidade e este erro persiste.",2,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Aplicativo pessimo, dificuldade enorme para entrar no mesmo, ja estou tentando a uma semana e nao consigo.",2,F5 - User data,C5 - Error prevention
"Não há um link p o (primeiro) cadastro, e qdo se pede a senha você inventa uma na hora que não é aceita! E aí? ""lembrar senha""! mas qual, se você nem cadastrado é! Dá um trabalho danado.",3,F1 - User access,C3 - User control and freedom
"Até hoje o app erra funcional, consegui logar em vários apps com ele, mas fui tentar aumentar o nível da conta para ouro com o cadastro do título de eleitor é apareceu a mensagem que eu não tinha biometria cadastrada, mas tenho sim já até votei usando a biometria. Se puderem consertar ou me informar como proceder agradeço.",3,F1 - User access,C1 - Visibility of system status
Está dizendo que minha atualização não é compatível com o app. Tem algum erro aí. Meu aparelho está atualizado e o app tbm,3,F2 - Public services,C5 - Error prevention
Achei bastante demorado para concluir o reconhecimento facial e não apresentava outra possibilidade de acesso,3,F4 - Digital signature,C1 - Visibility of system status
"Olá, infelizmente não consigo aumentar o nível, o sistema fica visualiza a nossa imagem e fica carregando, contudo não concluiu a ação, para passar para o próximo nível.",3,F0 - None feature,C1 - Visibility of system status
O aplicativo fecha toda vez que tento fazer o reconhecimento facial. Estou tentando a dois dias e não consigo aumentar meu nível de bronze para prata. Precisa de atualização e correção do erro.,3,F1 - User access,C5 - Error prevention
No momento não consigo acessar o app porque pede para atualizar sendo que já fiz a atualização. Meu celular é um j6+ Samsung.,3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Faço os procedimentos de aumentar nivel para ouro e mesmo dando sucesso continua em prata, nao atualiza.",3,F2 - Public services,C0 - None heuristic
"Não consigo editar meu endereço, pois nos campos de bairro, cidade e estado não ficam ativos(editáveis).",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"tento virar credencial ouro mas o sistema do reconhecimento facial é PÉSSIMO, não consegue reconhecer nada!",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
Muito difícil entrar. Senhas nunca dão certo. Acesso pelo banco não reconhece. Não tem praticidade.,3,F1 - User access,C5 - Error prevention
"Entendo realmente a necessidade de segurança. É a única coisa inteligente à ser feita. Ninguém quer perder seus dados e dinheiro pra vagabundo, ladrão e hackers. Mas tá bem difícil. Agora consegui me cadastrar via site. Mas no app não aparece a foto. Aumentar o nível da conta é impossível. Não ativa o reconhecimento facial. Fica rodando e mandando esperar. Se for via BB não manda o código de confirmação. São 3 horas da manhã. De dia é pior. Aí não abre nada.",3,F1 - User access,C5 - Error prevention
"Não funciona, loop, mostra o nível q estou os níveis q preciso alcançar, mas só isso, como aumentar o nível, mostra como mas não tem opção de iniciar este como, volta sempre pro mesmo lugar, app loop",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"""Acalme sua alma... Nem sempre teremos resultados imediatos daquilo que esperamos, nem as respostas virão de formas tão claras como gostaríamos... mas o tempo organiza as pecinhas e de repente tudo parece fazer sentido! Não deixe as emoções atropelarem tudo quando o momento é difícil... isso só bagunça ainda mais as coisas... e só faz demorar mais ainda a nossa capacidade de enxergar que tudo na vida se ajeita no momento certo, e geralmente muito melhor do que estava antes .",3,F1 - User access,C1 - Visibility of system status
"Está dificil de entrar... sugere atualização do App, mas quando entro na loja já está atualizado e não entra",3,F1 - User access,C1 - Visibility of system status
É meio conduzo e demora muito para abrir cada vês q vó abrir o app tá dezatualizado e a senha não confere é complicado,3,F1 - User access,C5 - Error prevention
"Queria o aplicativo para ter acesso mais fácil ao Inep/ enem mas sinceramente é melhor ir no site, eu preciso aumentar nível pra conseguir acessar meus documentos, achei meio desnecessário essa função, era pra facilitar a vida mas parece que o aplicativo só ""funciona"" Pra quem tem conta em banco :/",3,F0 - None feature,C0 - None heuristic
"Meu cadastro está quase completo, só falta fazer o reconhecimento facial pra ir pro nível ouro. O problema está aí!! Não aparece a opção pra fazer o reconhecimento facial.",3,F5 - User data,C0 - None heuristic
"Legal, importante, útil, recomendo. Porém nesse mês de fevereiro de 2022, após a ultima atualização notei que não acessa mais pelo app e nem pelo site via computador, parecer estar tendo algum conflito com a base de dados. Mandei email e recebo resposta automática direcionando para um site sobre autorização de alterações. Notei que outras pessoas estão tendo o mesmo problema. Não estamos com problema pra alterar nada, o problema é que não acessa o app e nem via web computador. Dá erros diversos como: - comunicação com o serviço de autenticação de segundo fator de autenticação. Tente mais tarde (ERL0004200). - ERRO003 - falha relacionada com biometria. Nem utilizando outras formas de acesso como via Internet Banking tem solução, deu esse erro da biometria. Ou seja, dá a entender que não esta se comunicando com outros bancos de dados como a biometria do TSE que tenho coletada.",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
Não consigo entrar no aplicativo o tempo para recuperação da senha é pouco ñ foi feito para idosos. Nota 3,3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Boa tarde! Vou avaliar como bom, tendo em vista que não usei o app suficiente, no que precisei foi satisfatório, grato.",3,F1 - User access,C6 - Recognition rather than recall
"Demorado fica pedindo direto para mudar de nível,e qdo vc pensa que vai entrar na página desejada volta ao zero",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
Nao consegui acessar. Esqueçi a senha. Nao fez reconhecimento facial.,3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
Deveria ter uma janela ou um índice dos órgãos e empresas públicas para entrar no site da Previdência ou do ministério da saúde etc. Eu tenho dificuldade para usar...,3,F0 - None feature,C0 - None heuristic
"aplicativo muito lento,e demora muito o reconhecimento facial",3,F0 - None feature,C0 - None heuristic
"Mto chato esse reconhecimento , antes era bem mais facil de entrar pra ver a inscrição do ENEM",3,F1 - User access,C1 - Visibility of system status
"tem que ter outra opção, não só a facial, várias tentativas pra conseguir",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Até o momento não consegui usar, pois não permite conexão: indicando erro 003 mencionando não configurado para biometria, o que não procede, pois o celular está configurado com acesso digital e facial.",3,F1 - User access,C1 - Visibility of system status
"Cansativo! Estou há uma semana tentando aumentar meu nível, e não consigo. Gostaria de identificar um condutor infrator sem precisar fazê-lo presencialmente, mas o que era pra facilitar só complica.",3,F1 - User access,C2 - Match between system and the real world
"O app è muito bom, porém estou tentando mudar de nível e quando solicito a alteração entra com o pedido de reconhecimento facial, mas o app fecha depois disso...não deixando continuar.",3,F5 - User data,C5 - Error prevention
"Seria muito bom se o APP englobasse todos os outros Apps de documentos, evitando ter que utilizar um para cada. Ex.: INSS, Carteira de trabalho Digital, entre outros.",3,F1 - User access,C1 - Visibility of system status
"não gostei muito complicado ,poderia ser mais simples.",3,F1 - User access,C5 - Error prevention
Tive problema no reconhecimento facial. Não estava fazendo mas desinstalei e instalei novamente o APP e deu certo. Consegui aumentar o nível de confiabilidade,3,F5 - User data,C5 - Error prevention
Péssimo. Não consigo consultar o saldo de valores a receber . Fica pedindo pra fazer e refazer o reconhecimento facial...mas não conclui e não efetiva o reconhecimento.,3,F5 - User data,C4 - Consistency and standards
"Achei o acesso difícil para uma pessoa idosa ou que não tem acesso a Internet, seguir o passo a passo deste dispositivo. Sugiro que tenha uma forma mais simples de acessar este aplicativo!",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Finalmente o reconhecimento facial funcionou após vários meses tentando. Mesmo celular, mesmas condições de iluminação e mesmo rosto. Mesmo assim não merece nota maior por causa de todos os transtornos causados e pelas respostas mentirosas do suporte.",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
Tenho usuário e senha e tenho limite de acessos. E ocorre erros constantes.,3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"trava, demora, algumas coisas confunde as pessoas na hora do cadastro",3,F5 - User data,C4 - Consistency and standards
Não consigo nem abrir o aplicativo e estou precisando muito por favor me ajude a acessar. Obrigada!,3,F5 - User data,C5 - Error prevention
O reconhecimento deu certo. até então tá funcionando ok.,3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"O App não completa o reconhecimento facial. Assim, não subo de nível e com isso não me deixam ver se tenho valores a receber em bancos.",3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
O app apresenta falhas contínuas e não consigo fazer o reconhecimento facial.,3,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Mais prático, fácil e rápido",3,F1 - User access,C5 - Error prevention
"Estou avaliando com 3 estrelas, quando o aplicativo funcionar corretamente dou 4. Se conseguir fazer a minha declaração dou 5, simplesmente.",3,F5 - User data,C5 - Error prevention
Complicado. O reconhecimento facial não funciona,3,F5 - User data,C5 - Error prevention
"Olá, infelizmente Clico no botão de aumentar nível e nada acontece o aplicativo é ótimo mas infelizmente tá apresentando esse problema, por isso que tô dando 3 estrelas, se não fosse isso era 5 estrelas.",3,F1 - User access,C5 - Error prevention
"o programa é fálio na captura da imagem do rosto. Demora muito. Lembrar que o idoso não tem agilidade nos movimentos. Seria interessante ter um vídeo mostrando como deve-se posicionar frente a câmera. Depois de muitas tentativas, só consegui após assistir um tutorial.",3,F1 - User access,C3 - User control and freedom
"Excelente! Isso me faz lembrar os tempos em que para obter um simples carimbo era preciso enfrentar filas enormes para obter uma senha para ser atendido em um dia qualquer. Depois era preciso voltar várias vezes para apresentar documentos e comprovantes. Embora seja bastante complicado o seu uso, o programa representa um avanço enorme. Sigam em frente!",4,F5 - User data,C8 - Aesthetic and minimalist design
"Após várias tentativas da Biometria Facial finalmente consegui, mas é muito difícil este sistema.",4,F1 - User access,C5 - Error prevention
complicado enquadrar a foto. poderia explicar melhor,4,F5 - User data,C0 - None heuristic
"o tempo e muito pouco ,tive que fazer várias tentaviva pq o tempo esgotava pra conseguir concluir .",4,F4 - Digital signature,C5 - Error prevention
"uma ferramenta extremamente útil, contudo a qualidade da interface pd melhorar",4,F1 - User access,C5 - Error prevention
só acho que deveria ser digital né porque estava digital com a impressão digital,4,F1 - User access,C0 - None heuristic
Bom dia. O app pede para atualizar e não atualiza...favor verificar.,4,F1 - User access,C1 - Visibility of system status
Tá faltando o sistema criar uma forma de login que não precise entrar no navegador,4,F1 - User access,C2 - Match between system and the real world
"achei bom no reconhecimento facial, rápido...por enquanto é tudo...",4,F0 - None feature,C0 - None heuristic
"Aplicativo simplesmente incrível, fácil de usar, não tem uma tela poluída, organizado, parabéns aos desenvolvedores, vocês deveria adicionar a identidade aqui seria legal.",5,F5 - User data,C8 - Aesthetic and minimalist design
"Até o momento entrei no Aplicativo e por não lembrar a senha , fiz reconhecimento facial , foi rápido e didático .",5,F1 - User access,C6 - Recognition rather than recall
"Excelente, talvez faltem dicas sobre o bom uso e como proteger-se dos bandidos, hackers, políticos e outros agentes do mal.",5,F5 - User data,C3 - User control and freedom
"Quando meu aparelho está com TODOS aplicativos bem encerrados manualmente, conexão estável 4G ou cabo, e sigo o passo a passo, funciona perfeitamente, e acabei de tornar meu nivel ouro com facilidade. Só acho que falta um aplicativo para a DEVIR - Delegacia Virtual. Não é como os apps da caixa, esse foi feito para funcionar.",5,F5 - User data,C3 - User control and freedom
App de excelência nota 10 pra quem busca praticidade pra se cadrasta com CNH digital. carteira de trabalho digital e ótimo ter esse App,5,F2 - Public services,C7 - Flexibility and efficiency of use
"aplicativo de reconhecimento de dados pessoais para atividades e facilitação em transações pessoais, referente a serviços necessário com a esfera governamental. Porém deve-se pensar nas pessoas que não tem nenhuma habilidade com tecnologia e colocar os acessos mais rápidos para estas pessoas. no entanto o aplicativo é muito bom e ajuda muito aos usuários, estão de parabéns.",5,F5 - User data,C7 - Flexibility and efficiency of use
"Bem funcional, facilitando o processo de identificação em vários Apps. Agora com assinatura eletrônica digital.",5,F4 - Digital signature,C4 - Consistency and standards
"Assinatura eletrônica, facilita meu dia em 100%.",5,F4 - Digital signature,C7 - Flexibility and efficiency of use
