Content,Score,Feature,Heuristic
"Bom dia pessoal alguém pode me ajudar, o app GOV.BR ao abrir o aplicativo é informado que é necessário atualizar o app,e ao aceitar a atualização o app não atualiza, isso acontece no meu celular e o da minha esposa. O app já foi reinstalado e continua o mesmo problema. Os androids estão atualizados, tem espaço na memória de ambos os celulares. E O APP NÃO ATUALIZA E NÃO ABRE PARA USO.",5,,
"gosto bastante da forma como o governo vem tentando deixar de forma simples e fácil a forma de usar os nossos documentos no meio digital. Por mais que o app tenha seus defeitos, vamo fazer um esforço para usá-lo e tornar às coisas mais fáceis.",5,,
Instalei ontem e ja consegui subir para o nivel ouro. E consegui fazer a prova de vida que já estava cadastrada desde março para ser feita. Muito rápido os procedimentos. Se tiver já o cadastro no título de eleitor digital facilita bastante o entendimento do aplicativo.,5,,
"Eu não consigo tirar a selvi Pra fazer atualizar o cadastro. Tenho valores a receber mais estou impossibilitada pra realizar esse recebimento. Tem como facilitar por favor. Preciso urgentemente desse valor e estão me pedindo a foto com documentos. Como vou tirar de o app não dá um suporte melhor pra você fazer isso. Já tentei inúmeras vezes e não consegui. Absurdo isso porque não façam de uma forma melhor. Pra vc poder conseguir atualizar o seu cadastro. Urgente, por favor eu preciso muito. Obg!",5,,
"Péssima experiência, não consigo entrar nunca,diz q a minha senha está incorreta,já alterei a senha e continua a mesma mensagem,pede para subir de nível e quando tento cadastrar a minha biometria facial,nunca está bom e sai do nada do aplicativo, não recomendo.",5,,
"Não consigo acessar. Alguém está usando meu acesso. Já abri chamado e até o momento sem retorno. Preciso do acesso para ter o documento. O fone de contato e e-mail registrado, não são meus. Há possível fraude, clonagem ou violação de segurança. Favor verificar. Podem me contatar. Obrigada.",5,,
"Creio que deva ser interessante todos os cidadãos se atualizarem quanto ao cadastro do Governo Federal, anunciando autonomia, mais transparência no processo, menos fraudes pelos usuários e rapidez quanto ao acesso e reorganização dos dados. Ex: Preciso de Bolsa, quanto mais transparente eu busco ser, maior minhas chances de consegui-la, pois, neste ambiente/plataforma, os dados são computados como verdadeiros!",5,,
"Ótimo aplicativo muito bom mesmo , nunca tive problemas, super hiper ultra mega fácil de se acessar e mexer nas suas funções muito obrigado aos criadores tem me ajudado muito ...parabéns 10 estrelas pra vcs ,",5,,
"Essas coisas começam a ficar muito complicadas para pessoas idosas. Preciso de um sistema mais amigável. Tudo isso é muito prático e fica mais barato pra as empresas, mas sacrificam o cidadão idoso.",5,,
"maneira mais fácil de ter um bom meio de obter algumas vantagens perante a pan demia, e permite muito mais acesso do que antigamente.",5,,
"Sensacional! Financiamento uma solução inteligente onde todos os serviços são autenticados por uma plataforma única. A assinatura de documentos, imposto de renda, documentos, etc...",5,,
"Não estou conseguindo acessar em nenhuma hipótese o meu app, eu tenho uma conta de nível ouro através de certificado digital, e roda vez que tento acessar minha conta ele me leva pra um pop-up que diz ""Não foi possível acessar, não foi possível fazer o reconhecimento facial"". O que é isso??? Não estou entendendo. Parece até algo premeditado para nós tirar o acesso, que equipe de desenvolvimento é essa??? Chateado e insatisfeito ????????",5,,
"Mto bom mas, seu sistema de confirmação das fotos digitais é horrível, demora mto a configurar o dispositivo fotográfico e fica rodando incessantemente sem abrir a câmera.",5,,
Muito útil! Facilidade do app em você ver todo seu histórico de trabalho e outras opções a mais.,5,,
"Simples, fácil e rápido muito útil o aplicativo parabéns! Uso o aplicativo com frequência, e todas as vezes tudo deu certo.",5,,
"o app é bom, so falta adicionar a carteira de trabalho, o título. a carteira de vacinação em um só app não é assim pra ser? fora que não consigo vincular a conta do Banco do Brasil pede um código de verificação que não sei pra enviam nunca chega pra mim, e incluir a Arrais também, valeu!",5,,
"Vim da minhas 5 estrelinhas??e da uma dica pra você que ñ tá conseguindo fazer o reconhecimento fácil... Fiquem em um local bastante claro e coloquem um pano branco atrás de vocês quando forem tirar a foto... O meu ñ prestava, é do nada coloquei o pano branco e prestou...",5,,
"Não é seguro e é perigoso. Depois de fazer o cadastro, o aplicativo está travando e pedindo para atualizar mas não acontece nada. Aplicativo bastante ruim, por ser ruim e não estar atualizado Eu considero inseguro e perigoso.",5,,
"prático, fácil e ágil, nada a reclamar ainda. aguardando os próximos capítulos.",5,,
"Excelente, permite até assinar documentos digitalmente com certificação... Muito bom e sem cobrar nada além dos impostos que pagamos Parabéns ao Governo Federal.",5,,
"Galera o meu não estava funcionando por nada! Toda vez q fazia o reconhecimento facial voltava p tela inicial do app...eu fiz o seguinte é deu certo...vá em configurações do telefone, depois sistema, depois Avançado, depois { }opções do desenvolvedor e desmarque *Não manter atividades* e deu super certo ??agora entro toda hora no app de boa ( boa sorte espero ter ajudado...( caso vc não seja um desenvolvedor e so ir em, sobre o telefone depois número da versão e clique umas 8 vezes seguidas)",5,,
"Utilidade pública! Para o pessoal que na hora do reconhecimento facial está tendo dificuldade porque o aplicativo fica ""aguarde""e não sai disso façam o seguinte: vão até o aplicativo cliquem e segurem nele e vá até configurações do aplicativo(no meu modelo de celular assim que faço , talvez no seu seja diferente), limpe todos os dados e então entre novamente no aplicativo e conseguirá fazer o reconhecimento facial. O meu estava assim, fiz isso e consegui ir pro nível ouro.",5,,
"O Gov.br essa plataforma que unifica os serviços federais, estaduais e municipais. Mas infelizmente, para alguns tipos de serviços só dificulta o processo como por exemplo abertura de MEI, as vezes o portal fica instavel, e ainda o contribuinte precisa ser nivel prata ou ouro pra conseguir formalizar como MEI. Para pessoas leigas é dificultoso, e para profissionais é trasbalhoso, ou seja, por um lado pode facilitar mas por outro apenas complica cada vez mais, essa ansia de integrar todas as informações do contribuinte.",5,,
"Intuitivo, útil e facilitador da vida do cidadão. De verdade, parabéns a toda equipe do Gov.br, e em especial, a equipe de T.I.. O app é bem desenhado, configurado e leve. A cereja do bolo será o RG digital. Já tô no aguardo ??",5,,
Penso que este aplicativo carteira digital é um documento muito valioso para todos e muito importante para quem pode ter porque você pode avaliar muitos dados sobre o seu trabalho documento e outros e sempre estar por dentro de tudo que acontece em sua área de trabalho para que viva melhor e mais rápido com os seus negócios assim penso eu,5,,
"Foi um Ótimo app criado para os Cidadão, só falta uma atualização melhor e com mais opções de documentos e de imprimir e de compartilhar os Documentos.",5,,
"app ótimo. Serve de entrada para facilitar e dá acesso a vários outros serviços essenciais. Fácil de usar e intuitivo, além de contar com uma interface bem dinâmica.",5,,
Funcionou pra recuperar a senha com reconhecimento facial de primeira! Agora consigo tirar minha CNH digital. Salvaram minha vida! Muito obrigado.,5,,
O aplicativo está funcionando perfeitamente. A biometria e a senha funcionando normalmente. A app possui bastante informação.,5,,
"Sensacional. Muito difícil encontrar um aplicativo que possui ligação com governo que preste. Por sinal, as aplicações sob responsabilidade do Governo Federal vêm melhorando consideravelmente, se resolve quase tudo pelo celular.",5,,
"Tem extraordinária, muito bom temos acesso várias opções de documentos sem sair de casa, facilita o processo e solicitações de documentos, assim como a atualização dos mesmos.",5,,
"Boa Noite. Já tentei várias vezes fazer o compartilhamento do meu Certificado de Dispensa e Incorporação do Serviço Militar, mas o aplicativo retorna ""que não foi possível gerar o arquivo para compartilhamento "".",5,,
"Excelente app, confiável e de fácil uso, prático pois ter todas as informações e dados de documentos na palma da mão é muito prático para ganhar tempo quando preciso de algum documento, eu recomendo ????????",5,,
"Rápido acesso, mas na hora do reconhecimento fácil não é muito fácil pois está demorando pra reconhecimento,e se fizer o reconhecimento da negado a foto.",5,,
"Ola.sobre o aplicativo muito bom ajuda demais facilita muito, fazer tudo por aplicativo nossa ,não perde tempo, não burocracia muito fácil, não tem segredo e só fazer as coisas certas, dar tudo certo, parabéns o aplicativo e ótimo,",5,,
"Governo bolsonaro está de parabéns com a implementação da tecnologia. Hoje o brasileiro sofre, mas, conseguimos ter ferramentas pra facilitar um pouco a vida. Espero que o aplicativo continue sempre evoluindo e funcional!!!!",5,,
App bem objetivo e útil. Só precisa liberar mais funções de documentações. Mas o resto está ótimo. Consegui fazer tudo bem tranquilamente. Amei!!!!,5,,
"Muito bom o APP, mas acredito que ainda pode melhorar como por exemplo se o APP permitir a inclusão de outros documentos como o título de eleitor em sua carteira digital...",5,,
"Aplicativo simplesmente incrível, fácil de usar, não tem uma tela poluída, organizado, parabéns aos desenvolvedores, vocês deveria adicionar a identidade aqui seria legal.",5,,
Não passa de Bronze & Agora Não está +++ Atualizando também. Venho aqui desfazer toda minha fala acima. Depois de Fazer o que há Direção do portal gov.br me mandou fazer. Depois de Desinstalar & Instalar novamente conseguir passar do Nível bronze Pará o Ouro & Fazer há Atualização do Aplicativo. Está de parabéns há parte Administrativa do portal gov.br que no Mesmo dia que fis há denuncia no Mesmo dia me Retornaram como eu Deveria proceder isso aconteceu em 10/04/2022. Muito obrigado,5,,
APP não está funcionando no meu A71 Samsung. Pede atualização mais não atualiza nunca. Está falando que não é compatível. E preciso do gov br para concluor cadastro da carteira digital,5,,
Faz mais de 3 dias q estou tentando entrar no aplicativo mas nao entra de forma alguma minha experienci ta sendo muito ruim e a minha nota e 0 e sem falar q nao tem suporte nenhum para ajudar a pessoa conseguir entrar no aplicativo e muito irritante preciso entrar mas nao vejo outra forma quem fez esse aplicativo nao penssou na parte de suporte nao,5,,
Péssimo....tentei inúmeras vezes fazer o cadastro e não consegue finalizar... só pode ser coisas de governo pra dificultar mesmo.,5,,
"Satisfatória Não há nada satisfatório. Já fiz o reconhecimento facial umas três vezes para recuperar minha senha que eu já nem sei mais. Por me ajudem, por favor. Não tenho acesso. Abro o aplicativo e não consigo. Sou honesto, sempre faço as coisas como devo",5,,
"Até o momento entrei no Aplicativo e por não lembrar a senha , fiz reconhecimento facial , foi rápido e didático .",5,,
"Ótimo app, porém fui bloqueada mesmo digitando usuário e senha corretamente. Não entendi o que aconteceu. E agora não sei o que fazer, preciso de ajuda. Cheguei ao nível ouro tudo certinho, depois me bloquearam.",5,,
"Já fiz de tudo pra entrar no meu INSS e não consigo. Já fiz de tudo pra entrar no meus dados e não consegui já tem um mês que estou nessa vida.Agora tem que fazer login pra aumentar ouro ,Preta e não sei mas o que pelo banco pedi uma senha ,Mas não explicam nada que tipo de senha é.Assim fica difícil.",5,,
Sem condições simplismente horrível acaba a bateria e não da acesso em nada tentei muitas vezes reiniciei várias vezes o aplicativo mais sem sucesso ?,5,,
"Um pouco complexo até entender como acessar, mas é bem seguro, e após conseguir acessar é bem fácil.",5,,
"SYTE excelente. Porém, pedi o acerto de meu e-mail é ainda não foi mudado para o correto. Graças a DEUS, consegui acertar meu e-mail. Muito obrigado. Este site é excelente. Nota 10",5,,
Otimo ter o Gov.Br excelente atualizado será melhor na hora de acessar-lo e usar para busca de um aplicativo necessário e útil no serviço públicol. É dos melhores aplicativos criado pelo governo Federal para ter um melhor acesso pela internet. Através de email e senha incluindo dados em segurança ilimitada.,5,,
"Uma excelente plataforma de serviços, fácil, prático, seguro, leve, atual e funcional, consigo navegar sem problemas neste App, recomendo seu uso e instalação...",5,,
"Boa e útil, necessária para informações , encontro algumas dificuldades , deveria ser rápida para mudar de nível.",5,,
"Achei horrível, não passa da tela inicial... dá erro, repete a mensagem ""tente mais tarde "" sempre é sempre.",5,,
"Excelente app. Se outros governos tivessem pensado em descomplicar nossa vida investindo em tecnologia ao invés de investir nos países vizinhos, já estaríamos habituados com todos aplicativos Parabéns!",5,,
"Estou com dificuldade para fazer a minha senha, ou seja, quando coloco, que esqueci a minha senha, volta para o início, não me da opção, para ir ao email, ou coisa assim. Nao estou conseguindo, fazer meu registro profissiona e nem a assinatura eletrônica. O aplicativo está, ajudando a avançar para a próxima etapa. Por nao reconhecer a senha.",3,F4 - Assinatura Eletrônica,C5 - Prevenção de erros
Eu n consigo verificar o valor q tenho a receber e qd eu consegui 1 vez n tive como tranferir ate parece q e 1 fortuna isso e 1 absurdo aplicativo horrivel pra n passa de mais 1 conto de fadas afinal de contas papai noel existe pois eu n conheço ninguem q recebeu esse dinheiro.,5,,
App completo e descomplicado. Muito bom pois atende todos os segmentos do funcionalismo público.,5,,
"Excelente, talvez faltem dicas sobre o bom uso e como proteger-se dos bandidos, hackers, políticos e outros agentes do mal.",5,,
"peço ajuda, nao sei mais o que faze,r tento a dois meses fazer a validaçao facial, nao aceita a minha foto , eu desinstalei o app, ja baixei inumeras vezes , ja tentei aumentar o nivel da conta inclusive fui ao banco,pra permitir o acesso por la e nada, nao sei a quem me reportar sobre isso",5,,
"É bom ter uma conta junto aos ""GOVERNANTES"", para que a pessoa fique bem orientada sobre qualquer informação que vier ter, assim, isto, serve para qualquer pessoa que venha a ter qualquer dúvida direcionada ao governo... O nosso presidente Bolsonaro ???? é de confiança, porque, o mesmo, traz muita segurança para a população em geral, só os leigos ficam do lado oposto do governo, mais a maioria tem cultura e é letrada, então, assim, o governo, não, terá dificuldade de assumir a presidência...",5,,
"Fiz a validação biométrica com o meu pai tranquilamente... Acredito que o app não seja compatível com aparelhos mais antigos ou mais simples, por isso o pessoal tá tendo problema. Certamente uma falha dos desenvolvedores, já que essa é a realidade da maioria da população.",5,,
"Quando meu aparelho está com TODOS aplicativos bem encerrados manualmente, conexão estável 4G ou cabo, e sigo o passo a passo, funciona perfeitamente, e acabei de tornar meu nivel ouro com facilidade. Só acho que falta um aplicativo para a DEVIR - Delegacia Virtual. Não é como os apps da caixa, esse foi feito para funcionar.",5,,
"Muito legal o app (quando funciona). Tentem desinstalar o app, reiniciar smartphone e instalar novamente (Android 11). Hoje funcionou reconhecimento facial (Android 7.1.1), consegui a alteração para ouro. Vou dar 5 por conta da variedade de versões do Android e quantidade de usuários tentando.",5,,
"O App é muito bom,mas no que se refere ao aumento de nível,quando solicito o reconhecimento facial ele não finaliza,ou seja sempre aparece na tela que ocorreu um erro ou a tela volta para inicial então dessa forma impossibilita o pedido de aumento de nível. Tá complicado!",5,,
"Aplicativo ERA muito bom, porém depois que algum inteligente vinculou esse sistema ao recebimento de valores esquecido, simplesmente não funciona mais. Antes eu era prata, tinha o reconhecimento facial, poderia realizar a prova de vida pelo Aplicativo, enfim, acabam com o Aplicativo.",5,,
"Gente, calma! Eu tbm não estava conseguindo fazer o reconhecimento facial, a biometria e só dava erro, mas existem vários tutoriais no YouTube que ensinam a resolver os ""problemas"" do app. Procurem. É possível sim mudar para ouro ou prata.",5,,
"Utilidade pública! Para o pessoal que na hora do reconhecimento facial está tendo dificuldade porque o aplicativo fica ""aguarde""e não sai disso façam o seguinte: vão até o aplicativo cliquem e segurem nele e vá até configurações do aplicativo(no meu modelo de celular é assim que faço, talvez no seu seja diferente), limpe todos os dados e então entre novamente no aplicativo e conseguirá fazer o reconhecimento facial. O meu estava assim, fiz isso e consegui ir pro nível ouro.",5,,
"Consegui com muita dificuldade realizar o reconhecimento facial. No momento da captação da imagem, após várias tentativas, veio a mensagem IMAGEM CAPTURADA . Agora gostaria de saber como ocorrerá a mudança de NÍVEL, no meu caso, de BRONZE para PRATA.",5,,
"Excelente! A opção de reconhecimento facial não é muito funcional, mas consegui utilizar outra opção e deu tudo certo. Parabéns aos desenvolvedores. Como imigrante, achei o app brasileiro melhor do que as opções que temos em Portugal.",5,,
"o atual governo federal facilito muito alguns acesso que não tínhamos ou que era desconhecido... O app é muito bom, espero que isso não acabe.",5,,
"Minha experiência chega a ser comica. Que absurdo esse aplicativo. Não abre, não faz reconhecimento facial, não dá de aumentar o nível, é muito irritante e vergonhoso. Não somos palhaços para virar dia e noite tentando fazer reconhecimento facial. Só dificultam a vida das pessoas. Façam algo para melhorar urgente!!",5,,
"Os dados são protegidos?, não consigo entrar no aplicativo a quase 40 dias, pedem pra atualizar..... Poderia ser mais dinâmico e objetivo .....",5,,
"pra quem não consegui baixar o app, tente desconectar a sua conta Google do play story e conecta novamente, só conseguir baixar o app fazendo isso.",5,,
"Nesta última atualização, ficou show de bola, fácil prático e rápido e com novas funcionalidades e com mais segurança eu indico, muito bom",5,,
"É muito bom ter acesso on-line às informações funcionais, porém, por diversas vezes tive que refazer o meu acesso por motivo de mudanças no site. tenho dificuldade para fazer tudo sozinha e tenho que pedir ajuda ao meu filho que nem sempre está disponível. Mesmo assim, vale a pena pois facilita muito para obtermos as informações necessárias.",5,,
Não parece muito transparente na sua forma de apresentação e acesso a tudo o que existe de serviços no âmbito federal observado o que diz a lei de segurança a informação obviamente!,5,,
"Péssimo. Desde quando começou , nunca consegui esse negócio de aumento de nível bronze pra prata ou ouro. Já tentei um milhão de vezes. Acho que isso é curtição com a cara do povo.",5,,
"Boa noite,galera! Eu descobri como fazer o aplicativo funcionar no reconhecimento facial. Vocês precisam clicar na configuração do seu celular, ir em aplicativos Procure o gov.br clica nele. Em armazenamento clica em apagar cache e excluir dados. ENTREM NOVAMENTE que vai da certo. Se conseguirem me avisa. Descobri hoje depois de passar semana toda tentando",5,,
Excelente iniciativa. Não sei o motivo de tanta reclamação. O sistema de login é fácil de mais. Os desencovedores estão de parabéns.,5,,
"muito boa a recuperação de senha por reconhecimento facial, bem pratico, facil e seguro. parabéns !",5,,
Estou desde 6 hrs da manhã tentando atualizar este app. Não estou conseguindo fazer nada. Hora atual 18.29 hrs. Inacreditável!,5,,
"Excelente para o dia a dia para o uso contínuo no trabalho tirandomuitas dúvidas eu aprovo, quando eu precisei para dazer ou melhor dar entrada no meu seguro desemprego foi uma dacilidade grande, poia nao foi preciso sair de casa ou mesmo fazer alguns agendamento, que na verdade iaso atrapalha o nosso dia a dia, então para mim tem sido excepcional evitando transtorno ,esse aplicativo aplicabilidade no que tange a dacilidade de acesso no portal do governo, pois antes era uma dificuldade....",5,,
A minha experiência esta sendo péssima pois toda vez que e pra ler sobre a parte fácil o.aplicativo sai e não conclui o necessário estou no bronze e até o prezado momento não consegui chegar no prata ja que o aplicativo e seguro qual o motivo de não estar indo da forma que é,5,,
"É tudo muito bonito se fossemos a Suiça. Mas temos mais da metade da população como se fosse a África, ou os velhinhos com mais de 70 anos, que não conseguem acessar informações por aplicativos. Daí vc tenta ajudar alguem, pelo PC e não consegue acessar um mundo restrito que pensa viver na Suiça e egoista !",5,,
Muito bom ter um aplicativo onde as pessoas de bem possam de identificar e serem reconhecidas por andar corretamente.,5,,
"Pra mim foi super simples, baixei o app em janeiro, na msm hora fiz o reconhecimento fácil (super rápido) e pronto, sem dificuldades. Pra quem está tendo problemas sugiro dar uma olhada nas configurações de app do seu celular pode ser q resolva.",5,,
"Consegui! Finalmente o app funcionou. Há dias tentava logar e não conseguia, creio que tenha havido alguma atualização, porque claramente estava havendo problemas comigo e vários usuários. Desinstalei o app mais uma vez e instalei novamente e desta vez consegui fazer o reconhecimento facial.",5,,
Bem que poderia terceirizar isso aí. Pra cada app que vc entrar tem que colocar senha... Esse app serve pra que então? Todo app do gov abre um navegador individual.,5,,
"Não tive problema algum em instalar , foi rápido e simples muito facilitador e já estou usando e tbm sou nível ouro só elogios obrigado !!!",5,,
"Recuperação de senha Facial, muito bom.. assim evita que outras pessoas possam tentar entrar em nosso cadastro. Parabéns ao Governo.",5,,
"aplicativo demorou para fazer o reconhecimento facial. porém, o fato de poder entrar com meus dados bancários, foi uma ótima opção.",5,,
App muito prático! Tenho vários documentos no app e não preciso andar com a carteira! Brasil acima de tudo e Deus acima de todos!,5,,
"Para quem está com dificuldade no reconhecimento facial ou subir pra nível ouro ou prata, segue a dica de como eu resolvi esse problema. Abra o navegador no celular. Vai em HISTÓRICO de navegação. Limpe o histórico desde o começo. Feche todas as janelas do navegador. Vai no app e tenta acesso. Espero ter ajudado.",5,,
o serviço é bom e eficiente mais com tudo é muito difícil passar um selo bronze para selo Prata porque são muitas etapas estou com muita dificuldades.,5,,
"Galera, ajuda pra vocês, pra mim deu certo, instalei ontem e o app estava apresentando estes problemas de erro impedindo o reconhecimento facial, após várias tentativas sem êxito direi o que fiz e que deu certo.. *Segurei com um toque em cima do icone do app gov.br... *Apertei em (informações do app) *Apertei em (forçar parada) Depois... *Apertei em (armazenamento e memória) E por último.... *Apertei em (limpar cachê) Ao voltar ao app e tentar fazer o reconhecimento fácil , deu certo...",5,,
"Estou tentando resgatar o dinheiro ético no banco central par meu pai, porém após finalmente conseguir cadastrar uma assinatura eletrônica pra ele receber um Bendito SMS para validar o banco! Agora agora criei um sena para o Gov.br e não quer entrar pq não consigo cadastrar o reconhecimento facial dele! Coloco CPF e senha no app e diz Biometria fácial não enontrada não é possível validar sua foto em nossas bases ! Hoje é o último ia pra resgatar esse dinheiro que ele precisa",5,F1 - Acesso do usuário ,C5 - Prevenção de erros
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"Já tentei tudo que foi forma pra recuperar porém sem chance nenhuma o sistema não permite, sendo que terei que ir até um local pra ter alguma pessoa capacitada ajudar a resolver",1,,
,1,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
